Prov Number,Clinic,Division,District,Specialty,Region,Prenatal Care,Postpartum Care,Imm: Child Combo 2,Antidep Med: Contacts,Antidep Med: 84 Days,Antidep Med: 180 Days,Mental Hosp FU: 7 Day,Total PMPM,PCP consult ratio n M'car,PCP consult ratio M'care,% Female-non medicare,% Female-medicare,Avg Age-non medicare,Avg Age-medicare,Panel size-non medicare,Panel size-medicare,ER Visits/1000 non M'care,ER Visits/1000 M'care,% panel vst seen by PCP,% PCP schedule for panel,URI: Appropriate Tx,Pharyngitis: Testing,AOD: Initiation of Tx,Util: 1st Line antib use,ER Visit/1000 non-m'care,PCI ratio non-m'care,MRI/1000 enr-m'care,MRI/1000 enr-NON m'care,CT/1000enr-m'care,CT/1000enr-non m'care,Lab/1000 enr-m'care,Lab/1000 enr-NON m'care,% Generic Rx,CAD: Chol Mgt-LDL Screen,Well-Child Visit 15MO: 6+,Well-Child 3-6 YO,Well-Care Adolescent,Asthma Appropriate Meds,Screen: Chlamydia,Panel - % Medicare,PCP consult ratio,CT-MRI/1000enr-m'care,CT-MRI/1000enr-non m'care,CT-MRI/1000enr-m'care&non,AOD: Engagement of Tx,CAD: Beta Blocker Persist,Total panel size,Panel Inx:agg Pat inx #2,Controlling HBP,Panel Inx:agg Pat inx #1,Child Access 7-11YO,DM: HbA1c Test,DM: Retinal Exam,DM: LDL Screen (Annual),DM: LDL<100 (Annual),DM: LDL<130,DM: Nephropathy,Pri Care Qlty Incent Idx,Screen: Breast CA (40-69),Screen: Cervical CA,Listen carefully to you?,Explain understandably?,Spend enough time w/ you?,Respect what you said?,Your best interests 1st?,Info to diagnose/treat,Knowledge of medical hx,Helpful-clinical staff,Courtesy/Respect-clinical,Helpful-office staff,In exam room w/in 15 min,Wait time explanation,Clinician rating (0-10),Help/advice you needed,Urgent care when wanted,Appt for care when wanted,Get PCP you're happy with,Ease of seeing specialist,Get care believed nec,Overall Health Care,Courtesy/Respect-office
18558,FAM,HPD,CWA,FAMILY MEDICINE,NTWK,0.8125,0.3125,0.5,0,0.875,0.625,0,332.280029,1.680981595,1.057692308,0.4912486555,0.4368308351,35.42250905,66.92291221,852.25,38.91666667,0.2569668524,0.2307692308,0, ,0.8888888889,0.6666666667,0.1428571429,0.7328244275,0.2759059049,1.714717398,0.0762776506,0.0783543253,0.2811142346,0.0950425345,0.1829268293,0.1935240964,0.7030648133,0.7058823529,0,0.6585365854,0.3409090909,0.9090909091,0.56,0.0436693473,1.628915663,0.3577817531,0.1736579642,0.1817834981,0.1428571429,0.5,891.1666667,0.5541666667,0.0099009901,0.6534526854,0.9333333333,0.8292682927,0.512195122,0.7804878049,0,0,0.9024390244,0.5602339181,0.7160493827,0.7157894737,0.7076923077,0.7538461538,0.5692307692,0.7076923077,0.75,0.6615384615,0.75,0.6615384615,0.7538461538,0.7076923077,0.8709677419,0.5263157895,0.6615384615,0.5692307692,0.6229508197,0.5076923077,0.8153846154,0.8448275862,0.8983050847,0.671875,0.8
18559,VAC,HPD,CWA,FAMILY MEDICINE,NTWK,0.5,1, ,0,1,0.3333333333, ,234.2029482,2.731092437,0.6551724138,0.4578373016,0.5517241379,37.87375992,75.36206897,336,14.5,0.1339285714, ,0, ,1,0.6666666667,0.6,0.7647058824,0.1378041616,2.699314677, ,0.0837871806,0.0666666667,0.0292971611,0.4,0.1586402266,0.7665327,0.3333333333,0,0,0.1904761905,1,0.4444444444,0.0413694722,2.505617978,0.0666666667,0.1130952381,0.1112696148,0.2,1,350.5,0.5210727969,0,0.5859030837,1,0.9090909091,0.5454545455,0.8181818182,0,0,0.8181818182,0.5393700787,0.679245283,0.7014925373,0.9444444444,0.9166666667,0.9166666667,0.9444444444,0.8611111111,0.8055555556,0.8333333333,0.75,0.8611111111,0.6666666667,0.9705882353,0.8,0.6666666667,0.6470588235,0.59375,0.6,0.8571428571,0.8709677419,0.875,0.6571428571,0.6944444444
18560,ASF,HPD,EWNI,FAMILY MEDICINE,NTWK,1,0.3333333333,1,0,0.75,0.75, ,261.2467281,2.952380952,2.384615385,0.5050434783,0.5495495495,36.31791304,75.74774775,239.5833333,9.25,0.1125844383,0.3333333333,0, , , , ,0.5666666667,0.1332106339,3.275915247, ,0.0461080605,0.1111111111,0.0542797495,0.16,0.2614795918,0.7112112112,1, ,0.3333333333,0.2173913043,1,0,0.0371734762,2.87628866,0.1111111111,0.1002087683,0.1005227181, , ,248.8333333,0.5377777778,0,0.5979381443,1,0.7,0.4,0.7,0,0,1,0.5483870968,0.7608695652,0.7916666667,0.7878787879,0.7878787879,0.6060606061,0.9090909091,0.8181818182,0.8181818182,0.8181818182,0.78125,0.7575757576,0.7272727273,1,1,0.8181818182,0.65625,0.7,0.4375,0.9032258065,0.8709677419,0.90625,0.75,0.8787878788
18561,RCM,HPD,EWNI,"INTERNAL MEDICINE, GENERAL",NTWK,1,1, ,0,1,0.6666666667, ,421.7787316,0.9359756098,0.9692307692,0.4663212435,0.4563106796,48.45544042,77.00970874,160.8333333,25.75,0.1182106638,0.3100775194,0, , , , ,0.75,0.1065721569,0.9481055499,0.3396226415,0.1056556868,0.3787878788,0.0618926781,0.1895043732,0.3738910013,0.6581945662,0.8, , ,0.125,1, ,0.1380080393,0.9454148472,0.7238095238,0.1677956622,0.2465430378, , ,186.5833333,0.597826087,0.027027027,0.7777777778, ,0.875,0.5,0.875,0,0,0.875,0.6195652174,0.8125,0.86,0.7647058824,0.8529411765,0.8484848485,0.7941176471,0.8181818182,0.7878787879,0.7941176471,0.7647058824,0.8529411765,0.6764705882,0.8529411765,0.6666666667,0.7058823529,0.6206896552,0.48,0.5161290323,0.9090909091,1,0.9333333333,0.7058823529,0.7647058824
18563,YFT,HPD,CWA,"INTERNAL MEDICINE, GENERAL",NTWK, , , , , , , ,123.6339189,3.2,0.5,0.5502793296,1,47.0726257,83.5,29.83333333,1,0.2372881356, , , , , ,0,0.6666666667,0.2494545455,3.300466745, ,0.03125, , ,0.25,0.1451612903,0.7319587629, , , ,0, ,0,0.0324324324,2.954545455, ,0.03125,0.0303030303,0, ,30.83333333,0.44,0,0.55, ,0.75,0.75,0.75,0,0,1,0.4893617021,0.4444444444,0.4615384615,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
18564,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , ,427.5362151,2.621621622,2.307692308,0.3518930958,0.3113207547,41.25612472,72.6509434,149.6666667,21.2,0.0557103064, ,0, , , , ,0.5,0.8575,3.363202545,0.1428571429,0.0111111111,0.0454545455,0.0055555556,0.3,0.1401273885,0.7063397129, , , , , , ,0.1055776892,2.574712644,0.1904761905,0.0166666667,0.0350578454, , ,167.3333333, , , , , , , , , , , , , ,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.4,0.8,0.6,0.8,1,0.6,0.6,0.4,0.4,1,0.8,1,0.8,0.8
18565,DPF,HPD,EWNI,FAMILY MEDICINE,NTWK,0.5,0.5, ,0,0,0, ,192.9508819,3.448484849,0.7777777778,0.6894108874,0.8064516129,32.64653244,71.74193548,223.5,5.166666667,0.1205895489,0.7272727273,0, ,0.4285714286,0.8,0,0.3333333333,0.0794253939,3.931138528,0.2,0.0756530639, ,0.0984075863,0.3529411765,0.1621004566,0.7116451017,1, ,0.1666666667,0.25,1,0.1428571429,0.0225947522,3.310344828,0.2,0.1752415188,0.175646599,0, ,228.6666667,0.4512195122,0,0.490990991,0.8333333333,0.8333333333,0.3333333333,0.5,0,0,0.6666666667,0.4612068966,0.649122807,0.6721311475,0.8611111111,0.8055555556,0.6944444444,0.8888888889,0.8055555556,0.6111111111,0.7714285714,0.6111111111,0.6388888889,0.6666666667,0.8611111111,0.6153846154,0.75,0.4444444444,0.6060606061,0.5277777778,0.8055555556,0.8,0.7058823529,0.6944444444,0.6666666667
18566,NON,HPD,-,"INTERNAL MEDICINE, GENERAL",-, , , , , , , , , , ,1, ,38, ,1, , , ,0, , , , , , , , , , , , , ,0.7830687831, , , , , , ,0, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18567,ABN,HPD,CWA,"INTERNAL MEDICINE, GENERAL",NTWK,1,1, ,0,0.5,0, ,251.7721784,1.941979522,1.625,0.447601476,0.4615384615,44.12915129,73.63186813,225.8333333,15.16666667,0.3232520037,0.4771642808, , , ,0,0,0.3983739837,0.3217134278,2.112457285,0.0666666667,0.0747252747,0.1379310345,0.0597193192,0.1495327103,0.256684492,0.7389705882,0.6666666667, , ,0.3,1,0.4,0.0629322268,1.897360704,0.2068965517,0.1352648573,0.1391902403,0, ,241,0.4449339207,0,0.5625, ,0.6956521739,0.3043478261,0.6086956522,0,0,0.7826086957,0.4908256881,0.5641025641,0.6153846154,0.25,0.5833333333,0.5,0.4545454545,0.6363636364,0.4166666667,0.5454545455,0.5833333333,0.75,0.4166666667,0.5,0.4,0.6666666667,0.5,0.5833333333,0.5454545455,0.75,0.8181818182,0.8181818182,0.6666666667,0.75
18568,IRF,HPD,EWNI,FAMILY MEDICINE,NTWK,1,0, ,0,0.3333333333,0.3333333333, ,328.7855549,0.3962962963,0.0625,0.5746794872,0.3924050633,41.41153846,70.49367089,260,6.583333333,0.1039541062, ,0, ,0.5,1,0,0.141025641,0.093385214,0.3461466552, ,0.0846153846, ,0.0384615385,0.2127659574,0.1558752998,0.7087719298,1,1,0.6666666667,0.2702702703, ,0.4444444444,0.0246952173,0.3776223776, ,0.1230769231,0.1200390127,0, ,266.5833333,0.570977918,0,0.6654275093,1,0.9444444444,0.3888888889,0.6111111111,0,0,0.8333333333,0.60625,0.724137931,0.8266666667,0.9428571429,0.9428571429,0.8285714286,0.8857142857,0.8857142857,0.7142857143,0.6857142857,0.8285714286,0.9142857143,0.8285714286,1,0,0.8571428571,0.6666666667,0.7419354839,0.6363636364,0.9090909091,0.935483871,0.9032258065,0.875,0.8571428571
18569,ANE,HPD,CWA,PEDIATRICS,NTWK, , ,0.3333333333, , , , ,139.1885928,1.708333333, ,0.622754491, ,9.002994012, ,27.83333333, ,0.3948312994, , , ,0.6666666667,1, ,0.8,0.3060714286,1.916869227, , , ,0.037037037, ,0,0.6129032258, ,0.5,0.5714285714,0.4, , ,0,1.708333333, ,0.037037037,0.037037037, , ,27.83333333,0.5769230769, ,0.6086956522,0.8, , , , , , ,0.4705882353, , ,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
18570,CAP,HPD,EWNI,PEDIATRICS,NTWK,0.6666666667,1, , , , , ,102.3712083,8.265306122, ,0.4774066798, ,10.59430255, ,169.6666667, ,0.1166588894, ,0, ,1,0.8571428571, ,0.7380952381,0.0621752266,6.968197215, ,0.0234838255, ,0.0171428571, ,0.0271966527,0.5586206897, ,0.5,0.3846153846,0.2950819672,0.5,0.25,0,8.265306122, ,0.0406504065,0.0406504065, , ,169.6666667,0.5569620253, ,0.5460526316,0.9166666667, , , , , , ,0.3263157895, , ,0.7777777778,0.8888888889,0.7777777778,0.8888888889,0.7777777778,0.8888888889,1,0.8888888889,0.8888888889,0.8888888889,0.8888888889,1,0.6666666667,0.875,0.625,0.625,0.875,0.875,1,0.75,0.7777777778
18571,RCN,HPD,EWNI,FAMILY MEDICINE,NTWK,0.8,1, ,1,1,0, ,205.5844451,1.608552632,1.533333333,0.4404662781,0.4268292683,38.06272551,69.45121951,300.25,6.833333333,0.1465445462, ,0, ,1,1,0,0.5272727273,0.1516708637,1.583333333,0.1666666667,0.086186893, ,0.1002137894,0.3725490196,0.1694915254,0.7441607822,1, ,1,0.1612903226,0.6666666667,0.4285714286,0.0222523745,1.605015674,0.1666666667,0.1865112406,0.1856193826,0, ,307.0833333,0.5096525097,0,0.5747663551,0.8571428571,0.7142857143,0.2857142857,0.7142857143,0,0,0.7857142857,0.5042372881,0.5454545455,0.7014925373,0.7916666667,0.8333333333,0.6666666667,0.7916666667,0.875,0.7916666667,0.625,0.7083333333,0.8333333333,0.7083333333,0.9166666667,0.3333333333,0.7083333333,0.6666666667,0.625,0.4583333333,0.8333333333,0.9166666667,0.9166666667,0.6666666667,0.7916666667
18572,JOC,HPD,EWNI,FAMILY MEDICINE,NTWK,1,1,0,0,0.5,0.25, ,301.8037979,2.004246285,1.717647059,0.5202761001,0.3921052632,39.86777394,74.30263158,386.3333333,31.66666667,0.2148422333,0.4375,0, ,0.8333333333,0.3333333333,0.25,0.63,0.1792351726,1.985522256,0.2215189873,0.0751295337,0.1875,0.103626943,0.3163064833,0.2992424242,0.7231518746,1,1,0.4285714286,0.2321428571,1,0.375,0.0757575758,1.960431655,0.40625,0.1787564767,0.1961722488,0.125, ,418,0.5232323232,0.0322580645,0.6275,0.9,0.9230769231,0.5384615385,0.8846153846,0,0,0.8461538462,0.5454545455,0.72,0.6796116505,0.8913043478,0.9130434783,0.8260869565,0.9347826087,0.9130434783,0.8636363636,0.8666666667,0.8913043478,0.9130434783,0.8913043478,0.8863636364,0.7333333333,0.8695652174,0.7674418605,0.7804878049,0.6428571429,0.9047619048,0.9444444444,0.9473684211,0.8372093023,0.9347826087
18573,ACF,HPD,CWA,FAMILY MEDICINE,NTWK,0.6666666667,0.3333333333,1, , , , ,259.3154304,2.480662983,0.9146341463,0.4286975717,0.4193548387,32.64856512,69.10215054,188.75,15.5,0.217218543,0.1290322581,0, ,1,0.5,0.5,0.45,0.2389654638,2.745053185,0.4590163934,0.0905700586,0.125,0.0798381946,0.1237113402,0.145,0.6586227192,0.6666666667, ,0.5,0.4242424242,1,0.75,0.0758873929,1.992395437,0.5844155844,0.170212766,0.2015237159,0,1,204.25,0.5720930233,0,0.6723163842,1,0.9166666667,0.5833333333,0.8333333333,0,0,0.75,0.5706214689,0.68,0.6388888889,0.8666666667,0.8333333333,0.8333333333,0.9,0.8666666667,0.8,0.8,0.7,0.7666666667,0.6896551724,0.9,0.7272727273,0.8,0.5862068966,0.6296296296,0.4827586207,0.8,0.8571428571,0.8275862069,0.724137931,0.7586206897
18574,RCV,HPD,EWNI,FAMILY MEDICINE,NTWK,0.8333333333,0.6666666667, ,0,0.5,0,1,255.4122611,1.367945824,0.4545454545,0.7713694853,0.7735849057,38.28469669,76.69811321,362.6666667,4.416666667,0.2150715527, ,0, ,1,0.5,0.3333333333,0.3958333333,0.2279501385,1.397629929, ,0.0633085604, ,0.0826696795,0.4444444444,0.1657718121,0.7321063395,1, ,0.8,0.4107142857,0.75,0.5294117647,0.0120317821,1.345814978, ,0.1461383627,0.1443826959,0,1,367.0833333,0.6675603217,0,0.7121661721,0.7142857143,0.8,0.4,0.6,0,0,0.6,0.6911392405,0.7642276423,0.8827586207,0.4827586207,0.5517241379,0.3793103448,0.5714285714,0.5714285714,0.5517241379,0.4827586207,0.5172413793,0.6896551724,0.4482758621,0.8571428571,0.7142857143,0.3793103448,0.4642857143,0.4814814815,0.1428571429,0.75,0.7037037037,0.7777777778,0.4482758621,0.6206896552
18575,WMF,HPD,EWNI,FAMILY MEDICINE,NTWK,1,0, ,1,1,1, ,431.7325182,4.466666667,2.833333333,0.4727650728,0.1739130435,32.66486487,72.15942029,200.4166667,5.75,0.1995808802,0.7504690432,0, ,0.2857142857,1,0,0.1929824561,0.233116785,3.806774493, ,0.0495859573,0.4,0.069801067,0.1,0.1448435689,0.7563909774,0.5,1,0.4,0.3823529412, ,0.5,0.0278900566,4.333333333,0.4,0.1192428082,0.1256038647,0, ,206.1666667,0.5406698565,0,0.6358381503,0.9230769231,0.7,0.3,0.8,0,0,0.9,0.5767195767,0.7941176471,0.7619047619,0.8888888889,0.9444444444,0.7777777778,0.8333333333,0.9444444444,0.7222222222,0.8888888889,0.7222222222,0.7777777778,0.6666666667,0.9444444444,0.6666666667,0.8888888889,0.5882352941,0.5625,0.5625,0.8235294118,0.8823529412,0.8235294118,0.7647058824,0.6666666667
18576,CWM,HPD,CWA,PEDIATRICS,NTWK, , , , , , , , , , ,0, ,14, ,1, , , , , , , , ,0.75, , , , , , , , ,0.7619047619, , , , , , ,0, , , , , , ,1, , , , , , , , , , , , , ,0.6666666667,0.6666666667,0.3333333333,0.3333333333,0.6666666667,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1, ,0.3333333333,0.3333333333,0.3333333333,0,0.3333333333,0.6666666667,0.6666666667,0.3333333333,0.6666666667
18577,YNH,HPD,CWA,PEDIATRICS,NTWK, , , , , , , ,31.92054546,11.25, ,0.5272727273, ,11.03272727, ,22.91666667, ,0.1797752809, , , ,1,1, ,0.2,0.1595348837,10.00583658, , , ,0.0454545455, ,0.0888888889,0.7428571429, ,0.5,0,0.4, ,0,0,11.25, ,0.0454545455,0.0454545455, , ,22.91666667,0.5, ,0.5,0.5, , , , , , ,0.3571428571, , ,1,1,1,1,1,1,1,0.3333333333,1,0.3333333333,1,0,1,0,0.6666666667,1,1,0.6666666667,0.6666666667,1,1
18578,PAM,HPD,EWNI,"INTERNAL MEDICINE, GENERAL",NTWK,0.5,1, ,0,0.5,0,0,396.9394685,2.172690763,1.94488189,0.4091084523,0.4828496042,49.43766885,73.30474934,215.9166667,63.16666667,0.1117868002,0.054547934,0, , ,0.5,0.1666666667,0.1666666667,0.1031328974,2.493522727,0.200617284,0.1787057938,0.247560798,0.0611966295,0.2246998285,0.1828171828,0.691965812,0.625, ,1,0.2857142857,0.8888888889,0.625,0.2263362198,2.095744681,0.4341534009,0.2398419865,0.2902393579,0.1666666667, ,279.0833333,0.5471349353,0,0.6621004566,0.8,0.9,0.4,0.875,0,0,0.85,0.5867446394,0.6475409836,0.6890756303,0.6,0.68,0.6,0.64,0.72,0.56,0.6,0.56,0.64,0.64,0.9583333333,0.875,0.7083333333,0.44,0.3913043478,0.32,0.7916666667,0.75,0.8695652174,0.64,0.64
18579,POF,HPD,EWNI,FAMILY MEDICINE,NTWK,0.6363636364,0.5454545455,0.2,0,0.3333333333,0.3333333333, ,268.1144403,2.797814208,0.7037037037,0.5400288496,0.7926829268,34.914533,69.54878049,462.1666667,6.833333333,0.0930393578,0.2857142857,0, ,0.8421052632,1,0.5,0.2258064516,0.0863348733,3.004946956,0.1666666667,0.0411924119, ,0.0345467893,0.2372881356,0.1091018686,0.6746591443,1,0,0.5555555556,0.1333333333,0.6666666667,0.3333333333,0.0145700071,2.65394402,0.1666666667,0.0755287009,0.0765957447,0.5, ,469,0.5639412998,0,0.6189320388,0.8888888889,0.875,0.5625,1,0,0,1,0.5537383178,0.6595744681,0.7459016393,0.8787878788,0.8787878788,0.8181818182,0.8484848485,0.8787878788,0.7878787879,0.7878787879,0.8787878788,0.9090909091,0.8484848485,0.935483871,0.2857142857,0.7575757576,0.7419354839,0.6333333333,0.6774193548,0.8709677419,0.8888888889,0.8928571429,0.7096774194,0.7878787879
18580,RMP,HPD,EWNI,FAMILY MEDICINE,NTWK,1,0.6666666667,0.25,0,0.6666666667,0.5, ,201.6447788,2.085020243,1.083333333,0.4347700318,0.298136646,34.46326295,73.40372671,576.1666667,13.41666667,0.1475259038,0.2250562641,0, ,0.75,0.5714285714,0.3333333333,0.4230769231,0.1538475074,2.070945746,0.0714285714,0.0728951525, ,0.055401662,0.2207792208,0.1773684211,0.7210110585,0.5,0.25,0.4705882353,0.3235294118,1,0.2941176471,0.0227561837,2.038610039,0.0714285714,0.1284343163,0.1272091998,0.3333333333,1,589.5833333,0.5564516129,0,0.6108597285,0.725,0.9090909091,0.5454545455,0.8181818182,0,0,0.9090909091,0.5408388521,0.65,0.8,0.875,0.875,0.775,0.95,0.85,0.7,0.8,0.725,0.875,0.725,1,0.5,0.85,0.4,0.6363636364,0.4,0.9411764706,0.8823529412,0.7878787879,0.7777777778,0.8
18582,DCL,HPD,EWNI,FAMILY MEDICINE,NTWK, , ,1,0,1,0, ,207.2733291,2.958333333,3.363636364,0.3255494505,0.4174757282,42.57623626,71.61165049,121.3333333,8.583333333,0.1910933865,0.4571428571,0, ,0, ,0,0.2631578947,0.1456370656,2.648158151,0.2352941176,0.0825695649, ,0.0809716599,0.2142857143,0.1241217799,0.7589214909,0.25, ,0,0.3125,1,0.6666666667,0.0660679923,3.012048193,0.2352941176,0.1651391297,0.1696614483,0, ,129.9166667,0.4036697248,0.0588235294,0.488372093,0.3333333333,1,0,0.4,0,0,1,0.4,0.380952381,0.5714285714,0.8125,0.90625,0.875,0.875,0.875,0.8064516129,0.78125,0.71875,0.75,0.7096774194,0.8387096774,0.5714285714,0.84375,0.5666666667,0.724137931,0.5517241379,0.9333333333,0.8965517241,0.8620689655,0.7096774194,0.7419354839
18583,WWC,HPD,CWA,PEDIATRICS,NTWK, , , , , , , ,146.128,1.5, ,0.7368421053, ,12.78947368, ,3.8, , , , , , , , , , ,1.498542274, , , , , ,0,0.3703703704, , , , , , ,0,1.5, , , , , ,3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18584,FAM,HPD,CWA,FAMILY MEDICINE,NTWK,0.8333333333,0.5,0.3,0.1666666667,0.8333333333,0.5, ,257.7507668,1.965986395,0.7857142857,0.6193456106,0.4965517241,27.07312712,68.24137931,466.0833333,12.08333333,0.2252832132,0.564516129,0, ,1,0.5555555556,0.6666666667,0.4108527132,0.1799254595,2.155966249, ,0.0687359038,0.0909090909,0.0645022576,0.2831858407,0.1635581062,0.7047863797,0.75,0.1428571429,0.7708333333,0.3289473684,1,0.5,0.025270129,1.912337662,0.0909090909,0.1330243735,0.1317523057,0.6666666667, ,478.1666667,0.6606060606,0,0.7117117117,0.9555555556,0.7857142857,0.6428571429,0.8571428571,0,0,0.7857142857,0.6556291391,0.7816091954,0.8695652174,0.9285714286,0.9642857143,0.7857142857,0.9642857143,0.8928571429,0.8571428571,0.9285714286,0.75,0.7857142857,0.6071428571,0.8148148148,0.5,0.9642857143,0.7307692308,0.6538461538,0.4230769231,0.8076923077,0.8695652174,0.9166666667,0.7692307692,0.7142857143
18585,BMD,HPD,CWA,FAMILY MEDICINE,NTWK,1,1, ,0.1111111111,0.5555555556,0.3333333333, ,254.8017986,2.641975309,0.8684210526,0.4234740083,0.4775280899,41.97156312,71.65168539,460.0833333,14.83333333,0.1782298731,0.8075370121,0, ,1,1,0.5,0.3695652174,0.1857083333,2.857146465,0.2068965517,0.0919580496,0.0666666667,0.0480349345,0,0.0790598291,0.7414448669,0.4285714286, , ,0.2,1,0.4444444444,0.0312335497,2.489841987,0.275862069,0.1391062424,0.1431820096,0, ,474.9166667,0.4604651163,0,0.5939393939,0.625,0.7222222222,0.4444444444,0.8333333333,0,0,0.7222222222,0.4887892377,0.6078431373,0.7226890756,0.7083333333,0.6666666667,0.625,0.625,0.7083333333,0.6086956522,0.6956521739,0.5833333333,0.6666666667,0.4583333333,0.6666666667,0.6,0.6666666667,0.5217391304,0.4285714286,0.5454545455,0.6956521739,0.8636363636,0.9090909091,0.6956521739,0.6666666667
18586,CAP,HPD,EWNI,PEDIATRICS,NTWK,1,0,0.3333333333, , , , ,103.7151766,6.185185185, ,0.408388521, ,9.844370861, ,75.5, ,0.1295336788, ,0, ,1,1, ,0.8125,0.0729078014,5.471173645, ,0.012345679, ,0.037037037, ,0.0606060606,0.3368421053, , ,0.6363636364,0.2916666667,1,0,0,6.185185185, ,0.049382716,0.049382716, , ,75.5,0.5616438356, ,0.5735294118,0.8823529412, , , , , , ,0.3409090909, , ,0.8,1,0.8,0.8,1,0.4,0.8,0.8,0.8,1,0.6,0,0.6,0.6,0.4,0.4,1,1,0.8,0.6,1
18587,NAC,HPD,CWA,FAMILY MEDICINE,NTWK,0.5,0.5,0, , , , ,184.433286,1.606896552,1,0.5357142857,0.5181818182,31.45200893,74.36363636,149.3333333,9.166666667,0.2477733878,0.2105263158,0, ,1,0, ,0.4722222222,0.229257204,1.670647176, ,0.0665911966,0.0909090909,0.1012350678,0.1666666667,0.1171171171,0.6640548482,1, ,0.25,0.4285714286,1,0.25,0.0578338591,1.463157895,0.0909090909,0.1677852349,0.1643281507, , ,158.5,0.5364238411,0,0.616,1,0.8,0.2,0.8,0,0,1,0.4920634921,0.6,0.6923076923,0.75,0.875,0.6875,0.75,0.75,0.625,0.875,0.8125,0.75,0.625,1,1,0.4375,0.5714285714,0.6428571429,0.6428571429,0.8666666667,0.7333333333,0.8,0.4,0.5625
18588,BMN,HPD,CWA,PEDIATRICS,NTWK,0,0,0.6666666667, , , , ,102.5400755,5.037037037, ,0.4747682801, ,11.51012702, ,242.75, ,0.1682810704, , , ,1,0.75,0,0.5972222222,0.138891258,4.521599459, ,0.0038910506, ,0.0159789078, ,0.0212765957,0.6294736842, ,0.8,0.652173913,0.2321428571, ,0.25,0,5.037037037, ,0.0198412698,0.0198412698,0, ,242.75,0.4675324675, ,0.4684684685,0.84,1,0,1,0,0,1,0.3353658537, , ,0.8,0.8,0.7,0.9,0.9,0.8,0.9,0.7,0.7,0.7,0.9,0.6666666667,0.8,0.6,0.6,0.7,0.9,0.8888888889,0.8888888889,0.8,0.7
18589,YFT,HPD,CWA,"INTERNAL MEDICINE, GENERAL",NTWK, , , , , , , ,529.3835729,1.777777778,4,0.9136363636,1,50.53863636,70.42424242,36.66666667,2.75,0.3853564547, ,0, , , , ,0,0.4921045076,2.000188182, ,0.0256410256, ,0.2145347278,0.4444444444,0.3422222222,0.7467811159,1, , , , , ,0.0697674419,1.8125, ,0.2413515688,0.225, , ,39.41666667,0.5974025974,0,0.7301587302, ,0.8333333333,0.5,0.8333333333,0,0,0.8333333333,0.64,0.7727272727,0.619047619,1,1,0.7777777778,1,0.8888888889,0.7777777778,0.8571428571,0.6666666667,0.8888888889,0.6666666667,0.875,0.875,0.7777777778,0.2222222222,0.3333333333,0.1111111111,1,0.6666666667,0.6666666667,0.7777777778,0.8888888889
18590,FAR,HPD,CWA,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18591,YPT,HPD,CWA,FAMILY MEDICINE,NTWK,1,0,0.6666666667,0,0,0, ,250.7725343,2.685185185,0.1168831169,0.6068821689,0.8372093023,30.60236357,72.41860465,239.75,3.583333333,0.4296141814,0.9009009009, , ,0.6,0.6666666667,0,0.3734939759,0.4721114719,2.67118143,1,0.0971365825,0.25,0.0609137056,0.252173913,0.0613254204,0.6386836803,0.8,0,0.4666666667,0.3953488372,1,0.5714285714,0.0147260274,2.010238908,1.201201201,0.159115652,0.1732315941,0, ,243.3333333,0.5931558935,0,0.6608695652,0.9565217391,0.7777777778,0.6666666667,0.8888888889,0,0,1,0.5895196507,0.7,0.7966101695,0.9047619048,0.9047619048,0.8,0.8571428571,0.9047619048,0.8095238095,0.9047619048,0.8571428571,0.8571428571,0.7619047619,0.5294117647,0.3846153846,0.7142857143,0.7619047619,0.619047619,0.6666666667,0.9523809524,0.85,0.9,0.8095238095,0.7619047619
18592,WRO,HPD,CWA,FAMILY MEDICINE,NTWK,0,1, ,0,0,0, ,257.8628532,1.939130435,0.5476190476,0.4006163328,0.51875,40.90832049,70.58125,108.1666667,13.33333333,0.4437459554,0.5223880597,0, , , ,0,0.3125,0.3399762046,1.90765503,0.1538461538,0.0542495479,0.1428571429,0.085106383,0.1308900524,0.2231759657,0.7618170657,0.3333333333, , ,0.0714285714,1,0,0.109739369,1.351758794,0.2926115582,0.1353057911,0.1553175836,0, ,121.5,0.3893129771,0,0.4716981132,1,0.4166666667,0.3333333333,0.5,0,0,0.9166666667,0.4297520661,0.5909090909,0.5714285714,0.875,0.875,0.8125,0.8125,0.875,0.75,0.75,0.875,0.9375,0.9375,1,1,0.75,0.875,0.75,0.6875,0.8125,0.9375,0.875,0.625,0.9375
